R vR err_vR vT err_vT V-B V Mass
0.1921 17.2538 1.0690 -5.9580 1.0710 0.5314 5.2466 0.7494
0.2177 -8.7521 2.6011 -9.4423 2.6224 1.3548 10.3301 0.2971
0.2148 14.9965 2.0817 7.1824 2.0828 1.2853 9.7420 0.3719
0.1388 1.2849 1.1882 -7.1366 1.1893 0.8644 7.2701 0.5854
0.1909 13.0311 1.4216 -0.3166 1.4213 1.0672 8.4588 0.4923
0.2144 1.5769 1.0680 -4.5804 1.0694 0.5260 5.2002 0.7529
0.2235 -3.8046 1.2242 -2.9996 1.2214 0.9091 7.5495 0.5634
0.2098 0.8314 1.7921 -12.6024 1.7990 1.2216 9.3393 0.4142
0.2253 13.7159 1.0724 -5.2181 1.0764 0.5510 5.4075 0.7368
0.2134 -8.2092 1.2408 -4.7079 1.2364 0.9262 7.6520 0.5556
0.0903 -9.2842 2.2301 25.0776 2.2321 1.3099 9.9159 0.3516
0.1530 -4.7743 1.0737 -2.5975 1.0767 0.5571 5.4549 0.7331
0.0323 -5.5716 1.1474 -6.6745 1.1474 0.7796 6.7690 0.6251
0.1546 -0.3368 1.0624 -5.4204 1.0566 0.4953 4.8922 0.7747
0.2108 6.1590 1.0916 -6.2486 1.0900 0.6344 5.9636 0.6912
0.2195 -13.0978 1.2777 -9.8622 1.2720 0.9609 7.8602 0.5396
0.2246 28.3833 2.4334 6.2220 2.4378 1.3373 10.1465 0.3221
0.1584 15.2560 1.9558 4.9465 1.9597 1.2588 9.5734 0.3900
0.2268 22.3887 1.1817 -3.7459 1.1837 0.8522 7.1934 0.5914
0.2252 -17.8605 1.1205 3.5705 1.1196 0.7144 6.4195 0.6535
0.0784 2.4053 1.0583 15.2528 1.0369 0.4380 4.0928 0.8152
0.1684 7.6594 3.1197 4.1320 3.1415 1.3973 10.8628 0.2308
0.2239 -4.9354 1.2093 1.4588 1.2080 0.8942 7.4583 0.5705
0.1690 1.3627 1.3271 -2.1790 1.3261 0.9992 8.0890 0.5216
0.1073 6.9278 1.1783 -10.2558 1.1807 0.8457 7.1530 0.5945
0.2229 -5.6713 1.0819 0.9184 1.0786 0.5995 5.7509 0.7088
0.2218 3.3032 1.3670 6.7243 1.3679 1.0309 8.2592 0.5084
0.1537 -4.5236 1.4129 -9.9135 1.4127 1.0615 8.4268 0.4949
0.1742 13.8844 1.0704 6.7760 1.0733 0.5394 5.3137 0.7442
0.1814 -5.0110 1.2265 -0.4548 1.2234 0.9114 7.5637 0.5624
0.2184 1.0468 2.1314 3.2549 2.1321 1.2944 9.8039 0.3648
0.2091 1.5989 1.5640 16.0664 1.5662 1.1353 8.8425 0.4599
0.2172 13.5486 2.0286 -8.5534 2.0309 1.2744 9.6709 0.3797
0.1818 -0.1085 1.0732 5.9081 1.0766 0.5547 5.4369 0.7345
0.2280 -8.9053 1.0676 -4.9522 1.0688 0.5243 5.1851 0.7540
0.1906 20.0304 2.9672 -6.7631 3.0007 1.3849 10.7114 0.2476
0.2144 1.8364 2.6212 1.9842 2.6451 1.3567 10.3519 0.2941
0.0751 -6.6423 1.1925 -10.5730 1.1930 0.8724 7.3206 0.5814
0.0691 -6.6292 1.0667 7.8537 1.0674 0.5196 5.1425 0.7571
0.2122 19.8009 1.0998 5.9002 1.1008 0.6626 6.1265 0.6777
0.0995 2.9037 1.3861 3.4099 1.3866 1.0439 8.3290 0.5028
0.2322 2.0416 2.4486 17.8241 2.4532 1.3391 10.1638 0.3198
0.1974 -7.1496 1.1922 17.0139 1.1928 0.8718 7.3170 0.5817
0.2232 6.5644 1.4024 14.2523 1.4025 1.0547 8.3886 0.4980
0.2088 -7.4212 1.0711 -3.6912 1.0745 0.5437 5.3491 0.7414
0.2088 8.8799 1.0926 6.5794 1.0914 0.6378 5.9836 0.6895
0.2308 4.2517 2.5960 1.2138 2.6166 1.3543 10.3245 0.2979
0.1669 7.1631 1.0576 -15.0151 1.0387 0.4511 4.3385 0.8053
0.2266 -4.8465 1.0706 -6.0972 1.0735 0.5403 5.3216 0.7436
0.2298 10.1688 1.2420 -10.8524 1.2374 0.9274 7.6593 0.5551
0.2153 1.7850 1.0584 -2.1110 1.0407 0.4645 4.5170 0.7967
0.2308 0.5869 1.0692 -9.5790 1.0714 0.5329 5.2593 0.7484
0.1139 -8.9954 1.9497 -6.7329 1.9538 1.2574 9.5653 0.3908
0.2015 -24.2533 1.5416 8.3348 1.5430 1.1260 8.7911 0.4643
0.2192 13.7100 1.3183 14.9009 1.3165 0.9921 8.0483 0.5248
0.2092 -2.6286 1.9224 -15.2256 1.9271 1.2516 9.5287 0.3947
0.0987 -9.5040 1.1566 10.6288 1.1588 0.8011 6.8873 0.6155
0.2361 5.5031 1.9981 -5.7571 2.0010 1.2679 9.6300 0.3841
0.1513 -2.3787 1.0628 -7.8771 1.0584 0.4983 4.9270 0.7723
0.1488 -1.2150 1.3944 6.5673 1.3948 1.0495 8.3596 0.5004
0.1731 -10.3442 1.4235 -3.7682 1.4231 1.0684 8.4656 0.4917
0.2196 -18.7717 2.9649 13.1400 2.9986 1.3847 10.7091 0.2479
0.1334 6.6576 1.0816 -0.3490 1.0785 0.5977 5.7393 0.7098
0.1549 -1.1033 1.1065 6.4675 1.1079 0.6815 6.2347 0.6688
0.1749 4.3745 1.0583 11.4080 1.0406 0.4635 4.5034 0.7974
0.2263 6.3551 1.0722 2.6987 1.0762 0.5498 5.3980 0.7376
0.2296 -20.9902 1.0587 -4.3971 1.0415 0.4700 4.5869 0.7930
0.1773 -10.7680 1.4303 -7.8890 1.4297 1.0728 8.4905 0.4897
0.2319 -17.6708 1.0656 2.9374 1.0655 0.5136 5.0876 0.7611
0.2369 -5.7805 1.0669 2.1126 1.0677 0.5207 5.1526 0.7564
0.2256 -5.1646 1.0594 3.9089 1.0441 0.4757 4.6580 0.7891
0.2216 -15.4992 1.1851 16.0613 1.1867 0.8586 7.2337 0.5882
0.2220 4.1239 2.5370 -2.0427 2.5501 1.3486 10.2606 0.3066
0.2105 -4.8139 1.1937 12.3541 1.1941 0.8747 7.3349 0.5803
0.2007 1.5254 1.0645 -6.4563 1.0638 0.5084 5.0384 0.7646
0.0984 6.7429 1.0584 2.4090 1.0368 0.4377 4.0838 0.8156
0.2380 -3.7355 1.1184 -8.5167 1.1178 0.7093 6.3910 0.6559
0.1819 2.9670 1.1266 -1.5125 1.1246 0.7294 6.4986 0.6469
0.1983 -2.9593 1.1513 -21.8556 1.1522 0.7886 6.8188 0.6211
0.2219 6.4473 1.1536 -3.6405 1.1550 0.7940 6.8482 0.6187
0.0527 14.6310 1.2885 -6.4671 1.2838 0.9692 7.9101 0.5357
0.1090 -4.3434 1.4599 2.3662 1.4586 1.0919 8.5987 0.4807
0.2222 -1.8987 2.7358 27.7393 2.7744 1.3668 10.4760 0.2773
0.2161 -2.6015 1.1010 -3.0352 1.1023 0.6666 6.1495 0.6758
0.1402 5.3602 1.0714 2.7624 1.0748 0.5450 5.3600 0.7406
0.1844 5.3373 2.1184 18.4214 2.1190 1.2922 9.7892 0.3665
0.1038 5.5696 1.5082 11.5046 1.5084 1.1122 8.7145 0.4708
0.2351 3.8839 1.1046 -6.0071 1.1063 0.6772 6.2100 0.6708
0.1459 1.7644 1.0788 -4.3925 1.0779 0.5823 5.6388 0.7180
0.1454 -4.9904 1.1662 2.4912 1.1702 0.8227 7.0090 0.6057
0.1426 -7.1324 1.1132 -2.6150 1.1134 0.6971 6.3226 0.6615
0.0606 2.1087 1.0738 2.9438 1.0767 0.5576 5.4589 0.7327
0.2143 11.1106 2.9764 1.7327 3.0092 1.3856 10.7205 0.2465
0.2380 -11.2277 1.2798 -7.4177 1.2742 0.9625 7.8695 0.5389
0.2419 11.0146 1.2409 4.7067 1.2364 0.9263 7.6523 0.5556
0.2040 2.9320 1.0762 13.6108 1.0773 0.5688 5.5437 0.7259
0.2251 25.0149 3.1919 -17.8064 3.2049 1.4053 10.9549 0.2215
0.2402 2.6592 1.0627 17.3076 1.0578 0.4973 4.9159 0.7731
0.0248 -6.2583 1.1017 -7.9914 1.1032 0.6690 6.1631 0.6747
0.2341 -14.0400 1.9414 5.5063 1.9456 1.2556 9.5541 0.3920
0.2351 -1.2427 1.0587 18.9674 1.0414 0.4690 4.5742 0.7937
0.2434 4.0020 2.9867 -6.3110 3.0187 1.3864 10.7307 0.2453
0.2208 -0.1921 1.0881 9.0657 1.0853 0.6224 5.8925 0.6970
0.1931 -1.6682 1.5680 -3.6824 1.5703 1.1369 8.8515 0.4591
0.1750 -7.8821 1.1721 -3.6869 1.1754 0.8341 7.0799 0.6002
0.2441 -5.3572 1.0603 5.6167 1.0478 0.4813 4.7260 0.7851
0.2275 -0.6294 1.4527 3.3505 1.4516 1.0873 8.5726 0.4828
0.2267 6.0021 1.0595 -1.7811 1.0366 0.4363 3.9887 0.8190
0.2296 -2.7457 1.0695 12.5467 1.0719 0.5346 5.2742 0.7473
0.2363 3.2498 2.4227 7.9272 2.4270 1.3360 10.1344 0.3237
0.1725 18.2586 3.0091 -20.7592 3.0394 1.3882 10.7530 0.2428
0.1817 -2.5345 1.1764 -4.6953 1.1791 0.8422 7.1306 0.5963
0.2372 -6.9077 1.0914 -2.2334 1.0897 0.6336 5.9587 0.6916
0.1027 3.3241 1.1251 6.2732 1.1234 0.7257 6.4801 0.6484
0.2399 -19.4682 1.1821 -5.4446 1.1840 0.8529 7.1981 0.5910
0.0854 -8.5489 2.8281 -13.1390 2.8723 1.3743 10.5732 0.2646
0.1942 3.1327 1.0866 -9.2750 1.0834 0.6175 5.8633 0.6994
0.2370 -4.3570 1.5395 9.2897 1.5408 1.1251 8.7863 0.4647
0.1225 6.5478 3.1356 -4.0318 3.1561 1.3986 10.8786 0.2291
0.2379 -8.0456 1.2677 3.7319 1.2611 0.9532 7.8138 0.5432
0.2343 -14.8854 1.0604 3.1843 1.0484 0.4823 4.7388 0.7843
0.1993 28.4759 1.1693 -0.6616 1.1729 0.8286 7.0461 0.6028
0.2447 -6.7053 1.0585 -4.0088 1.0409 0.4658 4.5336 0.7958
0.2162 -18.0237 1.3504 3.0617 1.3515 1.0193 8.1968 0.5132
0.1732 9.2598 1.0575 8.1013 1.0371 0.4410 4.1662 0.8125
0.1021 -3.5977 1.2687 4.8634 1.2621 0.9540 7.8183 0.5428
0.1531 -7.3116 2.6868 -6.5400 2.7191 1.3626 10.4229 0.2845
0.2133 6.8269 1.1745 1.1667 1.1774 0.8385 7.1078 0.5981
0.2460 4.7993 1.3825 -6.0229 1.3831 1.0415 8.3161 0.5039
0.2445 4.9997 1.0784 -4.5825 1.0778 0.5798 5.6223 0.7194
0.2471 0.7428 1.1160 -1.0174 1.1158 0.7038 6.3602 0.6584
0.2341 -8.2342 3.2195 -14.7465 3.2124 1.4189 11.0992 0.2082
0.1112 -2.2001 1.1135 -2.2498 1.1137 0.6980 6.3275 0.6611
0.2483 4.3884 1.0650 -13.4980 1.0646 0.5108 5.0615 0.7630
0.2474 9.0451 1.5715 -11.5256 1.5739 1.1384 8.8596 0.4584
0.1046 8.6803 1.1637 -6.6977 1.1675 0.8175 6.9780 0.6082
0.1849 12.0877 1.3865 -2.6593 1.3870 1.0442 8.3306 0.5027
0.2419 -0.3312 1.6560 4.8719 1.6608 1.1722 9.0488 0.4417
0.1430 9.7864 1.0624 3.6106 1.0565 0.4951 4.8906 0.7748
0.0744 -6.2812 1.1695 6.2721 1.1730 0.8289 7.0480 0.6027
0.2156 9.4951 2.1442 8.9480 2.1451 1.2965 9.8184 0.3632
0.2486 14.9868 1.6497 11.2530 1.6544 1.1698 9.0355 0.4429
0.2502 9.9613 1.2977 -17.9280 1.2939 0.9763 7.9526 0.5324
0.2410 10.6640 2.9652 5.8421 2.9988 1.3848 10.7093 0.2478
0.0288 -15.0375 2.5938 5.5389 2.6142 1.3541 10.3222 0.2982
0.2121 8.2641 1.0810 -17.1001 1.0784 0.5942 5.7168 0.7116
0.0404 3.3654 1.3937 0.8465 1.3940 1.0490 8.3569 0.5006
0.2046 7.5338 1.1300 0.2223 1.1275 0.7385 6.5443 0.6431
0.0979 -3.1112 1.0695 -16.5798 1.0718 0.5344 5.2721 0.7474
0.2453 -4.1766 1.0577 -2.1539 1.0370 0.4401 4.1469 0.8132
0.1354 5.0129 1.0588 5.2580 1.0419 0.4721 4.6133 0.7916
0.1979 17.2627 2.4641 -4.6720 2.4689 1.3409 10.1813 0.3174
0.2469 -5.3120 1.0706 14.0601 1.0736 0.5405 5.3228 0.7435
0.1623 -13.1926 1.0595 0.3024 1.0366 0.4363 3.9899 0.8189
0.1803 -3.8483 1.0708 -4.4170 1.0740 0.5418 5.3339 0.7426
0.2496 12.6169 1.1747 15.4939 1.1776 0.8389 7.1103 0.5979
0.1461 7.7270 1.0792 3.3757 1.0780 0.5783 5.6514 0.7526
0.1229 -1.3439 1.1235 7.1473 1.1221 0.7215 6.4590 0.6502
0.0603 -1.6887 1.0723 -5.9916 1.0764 0.5506 5.4046 0.7371
0.2508 1.0817 1.1540 1.1045 1.1555 0.7949 6.8532 0.6183
0.2315 -10.7918 1.0660 -4.2669 1.0662 0.5159 5.1092 0.7596
0.2010 11.7436 1.0940 -7.3572 1.0932 0.6425 6.0108 0.6872
0.1087 16.1999 1.6424 13.6460 1.6470 1.1671 9.0199 0.4443
0.1987 6.2617 1.0615 -0.9275 1.0531 0.4896 4.8264 0.7789
0.2530 8.7335 2.4959 -2.1643 2.5038 1.3444 10.2162 0.3127
0.2519 5.5917 2.4213 12.5122 2.4255 1.3359 10.1327 0.3239
0.1966 3.7726 1.1238 -1.2815 1.1223 0.7221 6.4622 0.6499
0.1868 13.9133 1.4045 -5.6382 1.4046 1.0561 8.3963 0.4974
0.1257 -5.3485 2.1485 -25.7652 2.1495 1.2972 9.8233 0.3626
0.1716 0.7847 1.1293 -6.3254 1.1268 0.7365 6.5340 0.6439
0.1282 7.7940 1.1427 15.9997 1.1415 0.7684 6.7081 0.6300
0.2565 -6.5344 2.0230 1.0590 2.0254 1.2732 9.6634 0.3805
0.1708 8.5195 1.0965 -6.8878 1.0964 0.6510 6.0596 0.6832
0.1124 2.0844 1.1028 15.0191 1.1048 0.6729 6.1858 0.6728
0.2553 -5.9478 1.2982 -3.6665 1.2944 0.9767 7.9551 0.5322
0.2325 -12.7231 1.0637 10.5601 1.0621 0.5046 4.9967 0.7676
0.2221 -15.7738 1.0584 -14.6574 1.0406 0.4635 4.5038 0.7974
0.1939 4.9565 1.2694 4.9573 1.2629 0.9545 7.8213 0.5426
0.2354 18.3788 1.3307 11.2093 1.3300 1.0023 8.1055 0.5203
0.1607 -0.6934 1.0620 4.4952 1.0550 0.4927 4.8627 0.7766
0.2556 -5.2613 2.8348 -14.3105 2.8784 1.3748 10.5798 0.2638
0.2503 0.7342 1.0629 8.3811 1.0586 0.4986 4.9303 0.7721
0.2564 -5.9313 1.0574 -3.8219 1.0382 0.4482 4.2950 0.8072
0.2557 -3.4640 2.6199 -0.4538 2.6437 1.3566 10.3505 0.2943
0.1442 -0.8418 1.0805 -0.5970 1.0783 0.5915 5.6997 0.7131
0.2581 -6.7535 1.0780 5.5198 1.0777 0.5778 5.6089 0.7205
0.2419 17.3350 1.4191 0.7894 1.4189 1.0656 8.4498 0.4930
0.1379 4.0839 1.1713 -1.5359 1.1747 0.8325 7.0702 0.6010
0.2340 -1.9362 1.0634 -7.2364 1.0609 0.5024 4.9731 0.7692
0.1283 -1.0366 1.1114 -7.3642 1.1120 0.6930 6.2997 0.6634
0.2550 4.6331 1.1899 4.7506 1.1908 0.8675 7.2900 0.5838
0.0815 21.0267 3.1922 -8.6611 3.2050 1.4055 10.9567 0.2213
0.2564 -2.2649 1.3317 1.8242 1.3311 1.0032 8.1103 0.5200
0.2559 -3.6839 2.9574 -4.5200 2.9917 1.3842 10.7017 0.2487
0.2430 6.6801 3.2061 -15.6983 3.2088 1.4122 11.0290 0.2145
0.2111 2.8898 1.1399 -6.3444 1.1381 0.7620 6.6727 0.6329
0.2573 14.7599 1.5484 -4.3758 1.5501 1.1288 8.8068 0.4629
0.2582 -13.9539 1.0934 8.1313 1.0923 0.6403 5.9978 0.6883
0.1989 -11.6962 2.2548 2.7437 2.2571 1.3135 9.9439 0.3481
0.2503 6.1507 2.1617 -21.1749 2.1628 1.2993 9.8383 0.3608
0.2563 2.7979 1.0622 -3.8201 1.0560 0.4942 4.8805 0.7754
0.2580 -0.4879 1.1859 -7.4792 1.1873 0.8601 7.2432 0.5875
0.1052 3.6226 1.0803 5.1272 1.0782 0.5904 5.6919 0.7137
0.2578 0.4535 1.2044 -3.7263 1.2036 0.8894 7.4278 0.5729
0.2330 20.0179 1.6493 -7.5020 1.6540 1.1696 9.0345 0.4430
0.2538 8.0956 1.0601 -7.0338 1.0364 0.4370 3.9354 0.8208
0.0493 -3.0360 1.0648 1.9830 1.0643 0.5100 5.0537 0.7636
0.2387 -6.1534 1.0815 6.2024 1.0785 0.5972 5.7363 0.7100
0.1788 20.6570 3.1980 16.9022 3.2066 1.4083 10.9872 0.2184
0.1689 -6.9681 1.0581 0.6132 1.0369 0.4388 4.1152 0.8144
0.1376 -9.1732 1.2570 9.3782 1.2509 0.9428 7.7514 0.5480
0.1328 8.2046 1.1009 -1.1504 1.1022 0.6662 6.1470 0.6760
0.1459 -7.9479 1.4517 -3.7147 1.4506 1.0866 8.5687 0.4832
0.1906 -6.7515 3.2097 -9.1791 3.2097 1.4139 11.0478 0.2128
0.1644 -13.5062 1.7578 7.1235 1.7642 1.2095 9.2661 0.4214
0.2168 -6.5050 1.0862 -0.4163 1.0829 0.6162 5.8554 0.7001
0.1879 9.6828 2.5214 -0.0852 2.5326 1.3470 10.2438 0.3089
0.2201 1.1874 1.0709 0.0732 1.0741 0.5425 5.3397 0.7422
0.1330 4.1181 1.0577 -2.4729 1.0391 0.4534 4.3706 0.8038
0.2522 7.1597 1.0646 -3.3707 1.0639 0.5088 5.0427 0.7643
0.0830 7.4317 1.0695 2.4077 1.0719 0.5346 5.2736 0.7473
0.1713 -2.6998 1.0745 3.0431 1.0769 0.5609 5.4845 0.7307
0.2259 9.8563 1.1668 0.8058 1.1708 0.8240 7.0171 0.6051
0.1766 6.5274 1.3683 -7.5600 1.3692 1.0318 8.2640 0.5080
0.2170 -6.6855 2.6112 3.8229 2.6338 1.3558 10.3410 0.2956
0.2629 -12.0370 2.2528 -5.4047 2.2550 1.3132 9.9416 0.3484
0.2394 -0.9060 1.5569 24.5954 1.5589 1.1324 8.8263 0.4613
0.2450 3.5135 1.0704 12.8865 1.0733 0.5394 5.3142 0.7442
0.2552 2.2097 1.4078 -8.8678 1.4078 1.0582 8.4084 0.4964
0.1860 18.8508 1.0977 -7.3063 1.0980 0.6553 6.0842 0.6811
0.1605 7.2159 1.2087 2.1550 1.2075 0.8936 7.4545 0.5708
0.1144 -21.2699 1.3084 0.9920 1.3056 0.9846 8.0025 0.5284
0.1219 21.8154 3.1951 -5.1287 3.2058 1.4069 10.9717 0.2198
0.2088 2.5126 1.0979 1.2558 1.0983 0.6561 6.0888 0.6807
0.2351 4.4276 2.6352 0.5499 2.6609 1.3580 10.3670 0.2921
0.2077 -5.6872 2.0846 0.2688 2.0856 1.2858 9.7459 0.3714
0.1427 9.9361 1.0791 -5.7974 1.0780 0.5838 5.6493 0.7172
0.2439 3.8137 1.6941 10.4572 1.6995 1.1863 9.1302 0.4342
0.2597 -16.7796 1.7746 -1.5433 1.7812 1.2154 9.3019 0.4179
0.2658 -0.1249 1.7054 11.9543 1.7110 1.1905 9.1544 0.4320
0.2537 -3.1519 1.0688 5.9991 1.0707 0.5305 5.2392 0.7499
0.2201 7.9785 1.3987 -10.4719 1.3989 1.0523 8.3753 0.4991
0.2579 -5.8350 2.0175 11.4758 2.0200 1.2720 9.6560 0.3813
0.2073 5.2202 1.1741 -19.1719 1.1771 0.8378 7.1036 0.5984
0.1708 7.4221 1.2077 14.6694 1.2066 0.8926 7.4484 0.5713
0.0711 -7.9128 1.3508 3.7795 1.3520 1.0197 8.1987 0.5131
0.0787 0.3089 2.4211 -10.0765 2.4253 1.3358 10.1325 0.3239
0.1460 -11.6186 3.0474 14.4705 3.0747 1.3913 10.7910 0.2385
0.2589 -9.9024 1.8661 2.5019 1.8720 1.2400 9.4534 0.4026
0.2526 7.3506 1.1642 -6.9018 1.1682 0.8188 6.9853 0.6076
0.1220 2.5121 1.4180 -0.3041 1.4178 1.0649 8.4457 0.4934
0.2460 -0.3697 1.2479 -15.9925 1.2427 0.9335 7.6953 0.5523
0.1064 -7.5204 1.0795 9.4740 1.0780 0.5860 5.6633 0.7160
0.2672 1.1629 2.1562 11.6095 2.1573 1.2984 9.8321 0.3616
0.2399 1.3894 2.0948 -15.2252 2.0956 1.2879 9.7596 0.3699
0.2607 -2.3916 1.7942 24.1901 1.8011 1.2223 9.3436 0.4138
0.1959 -5.2649 2.6867 22.2105 2.7189 1.3626 10.4228 0.2845
0.0713 -1.9460 1.0806 -12.4230 1.0783 0.5921 5.7033 0.7128
0.2177 -5.1996 1.8667 -8.2656 1.8726 1.2401 9.4542 0.4025
0.1555 13.4950 3.0538 6.6122 3.0806 1.3918 10.7973 0.2378
0.1472 -13.5765 1.0576 -1.7062 1.0386 0.4503 4.3276 0.8057
0.0783 -7.2049 1.6540 5.6691 1.6588 1.1714 9.0447 0.4420
0.2229 1.5468 1.0577 -0.8151 1.0389 0.4525 4.3578 0.8044
0.2682 -25.3444 2.0065 -16.2001 2.0093 1.2697 9.6413 0.3829
0.2152 3.3357 1.0584 9.9536 1.0406 0.4637 4.5061 0.7972
0.1446 6.3276 1.1421 -1.3227 1.1409 0.7671 6.7009 0.6306
0.0382 -4.3742 1.0840 7.1617 1.0800 0.6090 5.8111 0.7038
0.2494 11.9643 1.0692 8.2883 1.0714 0.5329 5.2596 0.7484
0.2533 -8.3926 1.1231 -0.5046 1.1217 0.7204 6.4527 0.6507
0.2690 5.5099 1.1307 3.4281 1.1280 0.7401 6.5533 0.6424
0.2705 2.3924 1.0582 -8.9456 1.0403 0.4615 4.4780 0.7987
0.2649 7.7227 1.7534 14.3227 1.7597 1.2079 9.2566 0.4223
0.2056 5.2163 1.1385 0.7063 1.1364 0.7586 6.6540 0.6344
0.0645 14.7468 1.0744 4.5038 1.0769 0.5602 5.4793 0.7311
0.2489 -9.5900 1.0941 3.2849 1.0932 0.6427 6.0116 0.6872
0.2705 3.1535 1.4943 7.7215 1.4941 1.1066 8.6827 0.4735
0.2262 6.9457 1.3067 -9.9165 1.3037 0.9832 7.9945 0.5291
0.2527 -11.1692 3.0270 8.2326 3.0559 1.3896 10.7708 0.2408
0.1991 -1.9256 1.1172 11.6069 1.1168 0.7067 6.3761 0.6571
0.2710 9.7553 3.0213 -2.7888 3.0506 1.3892 10.7651 0.2414
0.2459 -1.6524 1.0627 -3.4924 1.0579 0.4975 4.9178 0.7729
0.2542 0.6542 1.0683 -10.6925 1.0699 0.5278 5.2152 0.7517
0.2711 -0.1912 1.0614 0.3434 1.0524 0.4886 4.8140 0.7797
0.2729 7.6278 1.0726 11.0961 1.0765 0.5520 5.4153 0.7362
0.2267 14.9059 3.2222 -9.3876 3.2132 1.4203 11.1136 0.2070
0.2673 -6.0856 1.0874 0.0483 1.0844 0.6201 5.8790 0.6981
0.0376 3.5350 1.8058 15.6877 1.8128 1.2263 9.3683 0.4113
0.2334 10.8739 1.7298 6.5792 1.7358 1.1994 9.2064 0.4271
0.2572 -8.6812 1.5958 -2.1573 1.5991 1.1484 8.9153 0.4535
0.2714 1.8951 1.3222 -1.9779 1.3206 0.9951 8.0660 0.5234
0.2179 -11.1447 1.3965 -7.6400 1.3968 1.0509 8.3671 0.4998
0.2686 0.1232 1.4739 13.0051 1.4729 1.0984 8.6358 0.4775
0.1036 -0.1957 1.0770 6.5006 1.0775 0.5728 5.5730 0.7235
0.1977 11.4399 2.6901 14.9743 2.7228 1.3628 10.4265 0.2840
0.1405 -16.7070 1.1224 0.4914 1.1211 0.7188 6.4435 0.6515
0.1100 -7.3567 1.0836 -13.2367 1.0795 0.6080 5.8045 0.7044
0.0543 -11.1302 2.0634 -5.3344 2.0649 1.2816 9.7175 0.3746
0.2440 -9.1693 1.6270 -6.1097 1.6314 1.1612 8.9870 0.4472
0.2694 9.3931 2.0514 -2.8738 2.0532 1.2791 9.7015 0.3763
0.2283 -7.6901 2.3034 -15.7904 2.3063 1.3205 9.9990 0.3413
0.2722 -2.8363 1.0645 -10.0836 1.0637 0.5082 5.0368 0.7648
0.2440 -14.4525 2.6396 -6.3383 2.6658 1.3584 10.3717 0.2914
0.2726 3.3987 1.1976 12.6290 1.1975 0.8820 7.3811 0.5766
0.2179 0.1499 1.0587 -14.9133 1.0416 0.4703 4.5900 0.7928
0.1762 -0.2972 1.8969 -2.2567 1.9021 1.2464 9.4946 0.3983
0.2652 3.8630 1.0641 2.8410 1.0632 0.5068 5.0211 0.7659
0.2732 11.5467 3.0446 -9.5450 3.0721 1.3911 10.7882 0.2388
0.0312 2.9674 3.1991 9.0732 3.2069 1.4088 10.9929 0.2178
0.2727 -8.7894 1.8211 1.1406 1.8280 1.2304 9.3931 0.4088
0.1056 -2.3685 3.2260 2.1161 3.2142 1.4222 11.1331 0.2054
0.1684 -3.0600 1.4942 -13.2437 1.4939 1.1066 8.6823 0.4736
0.2481 1.5300 1.0573 9.1421 1.0379 0.4465 4.2672 0.8084
0.2395 9.0607 1.0823 14.1106 1.0787 0.6015 5.7635 0.7078
0.2266 1.0861 2.2326 -17.9999 2.2346 1.3102 9.9187 0.3512
0.2274 -9.8585 2.0179 5.7164 2.0204 1.2721 9.6566 0.3812
0.1731 11.4110 1.9206 -10.8613 1.9253 1.2513 9.5263 0.3949
0.2537 7.0924 1.0935 -4.6098 1.0924 0.6406 5.9997 0.6882
0.1243 -7.2987 1.1649 -2.1672 1.1691 0.8203 6.9940 0.6069
0.2162 5.5891 1.2306 4.2904 1.2272 0.9157 7.5894 0.5604
0.1569 -5.9260 1.0766 -1.6492 1.0774 0.5711 5.5604 0.7245
0.2192 -12.4577 1.0853 -0.5488 1.0817 0.6132 5.8370 0.7016
0.2069 -9.2029 3.2073 21.9432 3.2091 1.4128 11.0355 0.2139
0.1853 15.0748 1.1050 3.6571 1.1067 0.6783 6.2162 0.6703
0.2344 -0.4875 1.2000 -0.5791 1.1996 0.8851 7.4010 0.5750
0.2342 13.6257 3.1993 -1.0223 3.2069 1.4089 10.9939 0.2177
0.2278 6.5701 1.1901 4.2875 1.1910 0.8679 7.2925 0.5836
0.2439 -4.0184 1.2494 0.4587 1.2441 0.9351 7.7049 0.5516
0.2444 -12.2628 1.8700 4.8891 1.8758 1.2408 9.4586 0.4021
0.2075 -4.5584 2.3051 -3.2423 2.3080 1.3207 10.0010 0.3410
0.2652 4.6911 1.0606 1.8709 1.0493 0.4836 4.7549 0.7834
0.2292 -13.6613 1.0705 0.1685 1.0735 0.5401 5.3194 0.7438
0.2659 -6.6506 2.2257 16.0157 2.2276 1.3092 9.9109 0.3522
0.2014 -11.0807 1.0586 -6.4259 1.0368 0.4373 4.0675 0.8162
0.0582 4.0924 2.9967 -8.7138 3.0279 1.3872 10.7406 0.2442
0.1789 13.5839 3.0810 -1.7339 3.1057 1.3940 10.8243 0.2349
0.2713 2.0919 2.0466 -0.4995 2.0485 1.2781 9.6950 0.3771
0.2441 9.3642 1.7351 -6.3092 1.7411 1.2013 9.2176 0.4260
0.1120 -1.9062 1.5765 -6.6193 1.5791 1.1405 8.8711 0.4574
0.2538 -3.2930 1.1916 -0.5971 1.1923 0.8707 7.3101 0.5822
0.2382 -10.2292 1.2660 -2.0945 1.2592 0.9519 7.8058 0.5438
0.2244 -2.7068 2.2819 -6.1224 2.2845 1.3175 9.9747 0.3443
